,60,100,140,200
0,0.15482728352117486,0.14775845045518732,0.17730790195521684,0.18285053173550234
1,0.08264238341944699,0.029032777258359482,0.003514174063019654,0.05898646191765257
2,0.2021483151525993,0.19373919454398544,0.18790695182519235,0.16302252365046324
3,0.17289857173720696,0.18224000460941045,0.1968554142872025,0.16620751530861322
4,0.1763031214132224,0.17686304815049567,0.16789253307133553,0.13292319341789205
5,0.11583102689927288,0.03945406082286729,0.08634283279245822,0.11095764977008384
6,0.16367700806485982,0.15619111886880177,0.18167061163804368,0.17917088199243417
7,0.24996007479129795,0.1967435564530445,0.19514454738924494,0.16455509253098713
8,0.0505516394251813,0.1351655282476533,0.15549334289096353,0.14674596570825396
9,0.10732235975986394,0.1659829566376377,0.1566945152111284,0.12894186263130283
