,60,100,140,200
0,0.13159177626071222,0.16243755280877364,0.11602007078939569,0.1069806533983817
1,0.0933294961378971,0.0762435705655332,0.058089898439954754,0.09033377657586009
2,0.1012221841838179,0.06633344534864756,0.08640193593480322,0.08254013045439895
3,0.03498628283741642,0.06731057851205086,0.0878062531932515,0.1041624652060942
4,0.039571320121692954,0.04253700676094513,0.07764347974146038,0.06616829232989674
5,0.014854153055376282,0.031585742189926255,0.08420075842660173,0.10462039146112664
6,0.040110870091660034,0.0821535052839563,0.08735589918126054,0.09021799745741266
7,0.1065647225321408,0.12425852510755547,0.11854477748372806,0.10992239734098622
8,0.06465893952210648,0.026369249245426107,0.08378446581930618,0.08771658360398801
9,0.06525215596276841,0.07483957818290377,0.08714409140416679,0.10118356784180649
