,60,100,140,200
0,0.1548519933386212,0.14778364847736106,0.17718221593618375,0.18268344084936064
1,0.0654030631149928,0.021740272054915022,0.00562299691322804,0.0591016811051811
2,0.188060661981474,0.18757487377227045,0.18273847531484091,0.16231606199427231
3,0.17289857173720696,0.18224000460941045,0.1968554142872025,0.16620751530861322
4,0.17405173979399946,0.17573558629655442,0.16723674577813197,0.1329318624405669
5,0.11583102689927288,0.03945406082286729,0.08634283279245822,0.11098235313769904
6,0.16288134535409343,0.1559083580374665,0.17916747201561106,0.17654568473422996
7,0.24021449906839962,0.19606226891753703,0.19416508426663848,0.16454008998345904
8,0.0505516394251813,0.13484144698531209,0.1546546986656875,0.14542078433252575
9,0.10732235975986394,0.1659829566376377,0.1565385746656949,0.12894618436385735
