"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",36.7462417858869,4.06483526388395,44,54,69,55,35,82,87
"2",39.5212003767924,3.68167673477033,46,46,68,53,30,78,86
"3",35.609551683436,4.15647735467738,54,55,60,55,40,78,89
"4",35.3474949865589,4.81976293600937,43,45,69,53,40,79,88
"5",39.2081212963159,3.52648280614474,47,45,64,56,33,75,90
"6",36.6763557954795,5.29685511024759,51,51,59,64,41,84,93
"7",36.4891325505347,5.48360632547828,37,45,60,47,38,73,87
"8",33.7350048643914,5.06846645909443,47,46,60,62,42,85,91
"9",27.9668449726961,5.2888321460548,41,42,54,65,37,74,92
"10",35.2204770015963,6.31478137563317,49,51,55,51,32,86,84
"11",34.7206186110938,4.7044273127822,46,45,61,49,38,81,83
"12",37.8761495909821,4.93542156418019,44,49,63,57,34,82,89
"13",38.2641957837373,5.77628219048408,49,50,64,60,39,84,94
"14",33.1165327569973,3.92038937966631,44,52,68,50,34,70,89
"15",37.2078552665904,5.59214920781412,51,53,67,61,40,78,86
"16",34.5608845681839,5.32676266419058,46,51,63,57,32,61,88
"17",41.5325592170736,2.70414389273078,41,43,68,54,34,74,91
"18",36.1851733601203,4.59707128127869,46,47,58,55,39,83,86
"19",41.6747617858641,6.12590344878514,50,46,79,62,35,81,88
"20",36.2879503896864,6.06309273743403,48,48,81,59,32,76,93
"21",40.8493686467588,3.84360665185439,49,38,69,55,35,73,91
"22",36.9715310925342,4.04532899431989,46,45,60,56,36,73,92
"23",35.7997516550223,4.35764311712733,44,38,67,57,35,80,88
"24",37.0659568714636,4.87030849090576,44,50,65,62,42,83,86
"25",42.2283021435934,5.29582917069587,48,53,61,55,41,86,93
"26",33.6784775220819,5.82489951801843,42,44,63,55,27,80,89
"27",33.8185315525306,3.85116874998475,42,51,63,54,37,77,82
"28",42.8534839580729,6.58557394076257,45,47,55,52,23,77,82
"29",38.8081202278213,4.867153907155,44,49,69,55,38,76,85
"30",30.9381715574939,4.8811002688727,37,40,67,52,30,70,90
"31",41.5200266286266,5.11942669502383,43,51,70,59,44,86,85
"32",39.8911332675087,5.19349409237314,48,47,67,57,45,86,92
"33",32.3383257633672,6.46947244062976,47,49,64,57,35,80,89
"34",34.6790728638288,2.83960217220526,51,52,62,56,40,84,88
"35",40.7823338665773,7.30969114552158,51,45,71,58,38,80,92
"36",38.2853673366432,5.98458657197673,45,51,66,57,39,78,87
"37",39.5337506108686,6.51077365357538,41,56,72,52,44,77,86
"38",34.9025483436341,4.95549224623843,45,38,67,64,36,84,85
"39",36.8054131702484,3.84651898508023,40,48,62,60,41,75,86
"40",38.4129509362707,7.29414313762285,40,43,66,63,28,79,81
"41",38.0905018650543,5.53867139858061,41,42,66,54,34,85,92
"42",35.1563322724745,4.85364253849656,37,50,66,49,45,87,87
"43",37.6868478713289,4.02078138208821,53,46,64,56,34,76,88
"44",36.2138294987683,3.16882716839373,41,49,66,59,25,76,92
"45",38.8376679720761,6.87003599819738,55,50,64,66,35,84,91
"46",31.1271625221259,3.49697960829112,41,48,58,55,30,83,91
"47",35.0094775856061,7.3183185423337,44,47,65,44,30,77,85
"48",37.8513625463115,3.74371778841751,42,46,61,53,33,79,89
"49",37.8061538903467,4.06149648698646,50,46,66,51,28,73,83
"50",35.0796857785349,4.47321996143601,51,51,62,64,33,67,82
"51",40.2398537995476,3.26672194716899,47,50,72,58,45,79,91
"52",35.9045609775435,3.92127161968627,41,41,60,56,28,67,89
"53",38.7680961685044,4.63026042842191,39,51,68,49,33,75,87
"54",36.7117121589056,6.41862414170208,34,50,69,58,36,84,91
"55",39.9145232658341,4.03948461714124,45,55,70,63,37,83,87
"56",38.7354068341507,5.44457259694178,54,51,63,46,34,77,86
"57",34.6684794896888,5.92023142672821,45,48,59,53,38,81,94
"58",35.1974736532034,5.24841597634937,44,39,59,55,26,78,83
"59",32.5020417724714,4.74188222298648,52,41,59,53,25,77,89
"60",39.2624902738035,7.30061315107276,49,50,68,62,33,74,88
"61",38.6718829753772,5.06253522763895,43,37,60,64,29,73,85
"62",37.2846314373203,5.23111396440038,46,49,63,60,41,83,94
"63",31.6556757500247,6.51760850090181,39,45,67,49,48,82,92
"64",33.6736227599318,4.50125710619967,47,50,61,51,43,77,84
"65",36.1976566533498,5.00425284902896,42,48,58,53,34,80,93
"66",33.770040746852,5.35951630446135,39,44,60,52,38,79,91
"67",35.526544854362,7.0829658904333,44,42,59,53,34,80,90
"68",41.9175939665638,3.59196591808572,47,56,72,61,31,73,88
"69",38.1903310385985,6.21785049432011,40,47,68,62,42,83,89
"70",32.2057798208984,5.72179113884048,39,43,63,49,41,78,94
"71",32.5969294745685,4.79835348215385,38,44,56,51,38,68,88
"72",40.1204136624306,5.09536830676413,46,54,66,56,39,77,89
"73",39.3484929733995,2.9673727204228,44,50,73,59,37,69,89
"74",35.5687107383778,3.22422841496878,52,41,63,61,40,82,88
"75",37.282073918306,5.06602588485755,47,44,70,56,27,76,83
"76",38.7969380654435,3.77589600817034,47,53,62,57,38,81,91
"77",28.3081060937394,6.57845456721495,49,46,71,52,34,79,89
"78",38.7510900763974,4.79543199425165,45,51,59,56,37,70,85
"79",44.1282501050882,5.41332542911406,47,50,71,46,35,73,87
"80",35.0612138178181,4.64445562499259,52,55,73,58,31,81,87
"81",37.7292069361054,6.57818994525101,46,43,62,60,37,80,86
"82",34.631520371179,3.90710938916799,43,56,65,53,37,84,87
"83",33.7189017040359,4.23383830819264,35,45,60,54,35,82,88
"84",43.1338220948512,2.55919007867966,41,48,51,52,41,80,91
"85",31.9559989890985,4.33212502137365,39,48,67,59,36,82,94
"86",40.6458493938685,4.12220757406902,42,53,63,51,35,74,86
"87",36.7128294496273,4.75051257645623,42,49,64,57,40,79,91
