"","EGFR","IGFR","SOS","Ras","PI3K","AKT","Raf","Mek","Erk"
"1",34.1141997522404,3.74062120645912,43,51,79,61,35,75,91
"2",36.1224228313646,5.76298728919553,48,45,61,51,34,84,92
"3",37.7763646487238,4.19654645967196,50,52,59,63,27,84,88
"4",33.5436043422546,4.62061608319755,50,47,66,52,38,83,92
"5",37.5873484788591,3.6335057145531,47,46,64,45,37,77,89
"6",37.0903718338049,8.51929906496364,42,47,66,54,35,86,90
"7",37.2562531948368,3.78685150297713,51,50,60,50,44,74,91
"8",40.3498306381458,5.19435731729777,50,48,64,54,31,69,91
"9",33.343427753266,5.09436563717606,42,47,61,47,33,86,91
"10",40.8021061662697,4.12150858139209,46,48,67,47,38,86,95
"11",34.7656552115946,5.26043585875587,44,48,59,49,38,78,86
"12",33.6063442874928,5.65770706287792,42,46,67,52,43,81,88
"13",34.8509245299011,5.76579652951508,42,42,63,56,35,82,95
"14",37.7579571089386,2.76463937389283,45,51,69,50,32,72,91
"15",37.4561371199668,4.09717388309551,56,58,68,56,39,78,90
"16",36.0770307109647,4.83361616516863,43,41,66,47,43,79,91
"17",34.1409480072756,4.93450058330792,39,48,64,57,35,80,88
"18",35.0552715656546,4.49436197902405,44,42,59,51,36,77,91
"19",40.6729408728418,5.52028671466516,48,50,70,53,41,83,90
"20",37.5994348239489,5.03570148307485,52,51,64,55,26,76,87
"21",35.2645488344201,4.08931043599267,44,44,68,51,25,76,91
"22",34.1730977995674,5.91434312401487,46,42,64,53,25,79,85
"23",36.388815461014,4.66329087913471,48,40,61,59,34,77,90
"24",32.0005754799095,5.09476285674635,52,54,66,61,36,80,89
"25",35.546634672547,7.12722071638833,43,49,59,53,36,83,95
"26",34.7767820178352,5.19658447849081,43,34,60,54,28,79,87
"27",40.481847337724,4.03239526044624,56,48,62,45,40,79,86
"28",40.0362013748027,4.71510275515667,56,54,67,59,41,77,91
"29",36.7837645777403,5.16444599702611,43,48,65,63,28,65,80
"30",33.589653105702,3.88812918947566,46,53,70,68,41,79,88
"31",39.701874186948,3.07063518074356,51,54,73,55,41,80,94
"32",39.5553113412767,4.52973914330559,48,52,57,59,45,79,83
"33",39.1831455224634,5.53438783396373,51,51,62,56,38,76,89
"34",39.2095064370658,4.07895005729154,51,53,61,53,45,81,88
"35",35.9436111491629,5.68437435262515,55,52,63,63,39,79,92
"36",39.1165465404565,6.52207877011107,53,55,69,52,50,81,91
"37",40.9010739661962,5.19461330493679,52,39,61,54,25,74,84
"38",37.1147560424328,6.69722471750842,47,60,66,54,37,79,92
"39",34.0621486900112,5.27806818621747,44,53,69,61,37,83,89
"40",39.3812836926176,4.42898953715151,48,52,62,49,38,74,89
"41",39.3595206160283,4.84212056000918,57,50,76,51,44,82,87
"42",36.0686106071221,7.48833935348953,43,46,65,51,43,82,83
"43",42.0966545366773,6.07136909403715,60,48,71,54,42,76,93
"44",34.6162188743522,5.34221907654354,33,41,70,54,28,74,87
"45",38.0453131485401,5.22132742664584,48,43,69,61,41,81,86
"46",30.2037967794467,5.06836274206002,52,51,63,56,44,79,91
"47",36.5133841629153,5.30742160241049,47,52,68,54,31,74,91
"48",40.3925949743767,6.50863386351864,49,44,71,61,42,81,86
"49",35.6333620712186,5.61584223910021,46,46,67,49,34,70,85
"50",34.3025010533834,5.08981201808659,52,54,71,53,32,74,83
"51",39.1805167051937,2.60154726978127,43,53,66,59,32,76,91
"52",34.5716772944043,5.04780729079569,44,45,52,62,31,73,92
